X,Y,Numerical Solution (in K)
0.67,0.95,99.9815
0.67,0.96,99.9852
0.67,0.97,99.989
0.67,0.98,99.9927
0.67,0.99,99.9963
0.67,1,100
0.68,0,100
0.68,0.01,99.9949
0.68,0.02,99.9899
0.68,0.03,99.9849
0.68,0.04,99.98
0.68,0.05,99.9751
0.68,0.06,99.9703
0.68,0.07,99.9655
0.68,0.08,99.9608
0.68,0.09,99.9562
0.68,0.1,99.9516
0.68,0.11,99.9472
0.68,0.12,99.9428
0.68,0.13,99.9384
0.68,0.14,99.9342
0.68,0.15,99.9301
0.68,0.16,99.926
0.68,0.17,99.9221
0.68,0.18,99.9183
0.68,0.19,99.9145
0.68,0.2,99.9109
0.68,0.21,99.9074
0.68,0.22,99.904
0.68,0.23,99.9007
0.68,0.24,99.8976
0.68,0.25,99.8946
0.68,0.26,99.8916
0.68,0.27,99.8889
0.68,0.28,99.8862
0.68,0.29,99.8837
0.68,0.3,99.8813
0.68,0.31,99.8791
0.68,0.32,99.877
0.68,0.33,99.875
0.68,0.34,99.8732
0.68,0.35,99.8715
0.68,0.36,99.8699
0.68,0.37,99.8685
0.68,0.38,99.8672
0.68,0.39,99.8661
0.68,0.4,99.8651
0.68,0.41,99.8643
0.68,0.42,99.8636
0.68,0.43,99.863
0.68,0.44,99.8626
0.68,0.45,99.8623
0.68,0.46,99.8622
0.68,0.47,99.8622
0.68,0.48,99.8623
0.68,0.49,99.8626
0.68,0.5,99.863
0.68,0.51,99.8636
0.68,0.52,99.8643
0.68,0.53,99.8651
0.68,0.54,99.866
0.68,0.55,99.8671
0.68,0.56,99.8683
0.68,0.57,99.8696
0.68,0.58,99.8711
0.68,0.59,99.8726
0.68,0.6,99.8743
0.68,0.61,99.8761
0.68,0.62,99.878
0.68,0.63,99.88
0.68,0.64,99.8822
0.68,0.65,99.8844
0.68,0.66,99.8867
0.68,0.67,99.8892
0.68,0.68,99.8917
0.68,0.69,99.8943
0.68,0.7,99.897
0.68,0.71,99.8998
0.68,0.72,99.9026
0.68,0.73,99.9056
0.68,0.74,99.9086
0.68,0.75,99.9116
0.68,0.76,99.9148
0.68,0.77,99.918
0.68,0.78,99.9213
0.68,0.79,99.9246
0.68,0.8,99.928
0.68,0.81,99.9314
0.68,0.82,99.9348
0.68,0.83,99.9383
0.68,0.84,99.9419
0.68,0.85,99.9454
0.68,0.86,99.949
0.68,0.87,99.9526
0.68,0.88,99.9563
0.68,0.89,99.9599
0.68,0.9,99.9636
0.68,0.91,99.9673
0.68,0.92,99.9709
0.68,0.93,99.9746
0.68,0.94,99.9783
0.68,0.95,99.9819
0.68,0.96,99.9856
0.68,0.97,99.9892
0.68,0.98,99.9928
0.68,0.99,99.9964
0.68,1,100
0.69,0,100
0.69,0.01,99.9951
0.69,0.02,99.9902
0.69,0.03,99.9853
0.69,0.04,99.9805
0.69,0.05,99.9757
0.69,0.06,99.971
0.69,0.07,99.9663
0.69,0.08,99.9618
0.69,0.09,99.9572
0.69,0.1,99.9528
0.69,0.11,99.9484
0.69,0.12,99.9441
0.69,0.13,99.9399
0.69,0.14,99.9358
0.69,0.15,99.9317
0.69,0.16,99.9278
0.69,0.17,99.9239
0.69,0.18,99.9202
0.69,0.19,99.9165
0.69,0.2,99.913
0.69,0.21,99.9096
0.69,0.22,99.9063
0.69,0.23,99.9031
0.69,0.24,99.9
0.69,0.25,99.897
0.69,0.26,99.8942
0.69,0.27,99.8915
0.69,0.28,99.8889
0.69,0.29,99.8865
0.69,0.3,99.8841
0.69,0.31,99.882
0.69,0.32,99.8799
0.69,0.33,99.878
0.69,0.34,99.8762
0.69,0.35,99.8745
0.69,0.36,99.873
0.69,0.37,99.8716
0.69,0.38,99.8704
0.69,0.39,99.8693
0.69,0.4,99.8683
0.69,0.41,99.8675
0.69,0.42,99.8668
0.69,0.43,99.8663
0.69,0.44,99.8659
0.69,0.45,99.8656
0.69,0.46,99.8655
0.69,0.47,99.8655
0.69,0.48,99.8656
0.69,0.49,99.8659
0.69,0.5,99.8663
0.69,0.51,99.8668
0.69,0.52,99.8675
0.69,0.53,99.8683
0.69,0.54,99.8692
0.69,0.55,99.8703
0.69,0.56,99.8715
0.69,0.57,99.8728
0.69,0.58,99.8742
0.69,0.59,99.8757
0.69,0.6,99.8773
0.69,0.61,99.8791
0.69,0.62,99.881
0.69,0.63,99.8829
0.69,0.64,99.885
0.69,0.65,99.8872
0.69,0.66,99.8895
0.69,0.67,99.8918
0.69,0.68,99.8943
0.69,0.69,99.8968
0.69,0.7,99.8995
0.69,0.71,99.9022
0.69,0.72,99.905
0.69,0.73,99.9078
0.69,0.74,99.9108
0.69,0.75,99.9138
0.69,0.76,99.9168
0.69,0.77,99.92
0.69,0.78,99.9232
0.69,0.79,99.9264
0.69,0.8,99.9297
0.69,0.81,99.933
0.69,0.82,99.9364
0.69,0.83,99.9398
0.69,0.84,99.9433
0.69,0.85,99.9468
0.69,0.86,99.9503
0.69,0.87,99.9538
0.69,0.88,99.9573
0.69,0.89,99.9609
0.69,0.9,99.9645
0.69,0.91,99.9681
0.69,0.92,99.9716
0.69,0.93,99.9752
0.69,0.94,99.9788
0.69,0.95,99.9824
0.69,0.96,99.9859
0.69,0.97,99.9895
0.69,0.98,99.993
0.69,0.99,99.9965
0.69,1,100
0.7,0,100
0.7,0.01,99.9952
0.7,0.02,99.9904
0.7,0.03,99.9857
0.7,0.04,99.981
0.7,0.05,99.9763
0.7,0.06,99.9717
0.7,0.07,99.9672
0.7,0.08,99.9627
0.7,0.09,99.9583
0.7,0.1,99.954
0.7,0.11,99.9497
0.7,0.12,99.9455
0.7,0.13,99.9414
0.7,0.14,99.9374
0.7,0.15,99.9334
0.7,0.16,99.9296
0.7,0.17,99.9258
0.7,0.18,99.9222
0.7,0.19,99.9186
0.7,0.2,99.9152
0.7,0.21,99.9118
0.7,0.22,99.9086
0.7,0.23,99.9055
0.7,0.24,99.9025
0.7,0.25,99.8996
0.7,0.26,99.8969
0.7,0.27,99.8942
0.7,0.28,99.8917
0.7,0.29,99.8893
0.7,0.3,99.8871
0.7,0.31,99.8849
0.7,0.32,99.8829
0.7,0.33,99.881
0.7,0.34,99.8793
0.7,0.35,99.8777
0.7,0.36,99.8762
0.7,0.37,99.8749
0.7,0.38,99.8737
0.7,0.39,99.8726
0.7,0.4,99.8717
0.7,0.41,99.8709
0.7,0.42,99.8702
0.7,0.43,99.8697
0.7,0.44,99.8693
0.7,0.45,99.869
0.7,0.46,99.8689
0.7,0.47,99.8689
0.7,0.48,99.869
0.7,0.49,99.8693
0.7,0.5,99.8697
0.7,0.51,99.8702
0.7,0.52,99.8709
0.7,0.53,99.8716
0.7,0.54,99.8725
0.7,0.55,99.8736
0.7,0.56,99.8747
0.7,0.57,99.876
0.7,0.58,99.8774
0.7,0.59,99.8789
0.7,0.6,99.8805
0.7,0.61,99.8822
0.7,0.62,99.884
0.7,0.63,99.8859
0.7,0.64,99.8879
0.7,0.65,99.8901
0.7,0.66,99.8923
0.7,0.67,99.8946
0.7,0.68,99.897
0.7,0.69,99.8995
0.7,0.7,99.902
0.7,0.71,99.9047
0.7,0.72,99.9074
0.7,0.73,99.9102
0.7,0.74,99.9131
0.7,0.75,99.916
0.7,0.76,99.919
0.7,0.77,99.922
0.7,0.78,99.9251
0.7,0.79,99.9283
0.7,0.8,99.9315
0.7,0.81,99.9348
0.7,0.82,99.938
0.7,0.83,99.9414
0.7,0.84,99.9447
0.7,0.85,99.9481
0.7,0.86,99.9515
0.7,0.87,99.955
0.7,0.88,99.9584
0.7,0.89,99.9619
0.7,0.9,99.9654
0.7,0.91,99.9689
0.7,0.92,99.9724
0.7,0.93,99.9759
0.7,0.94,99.9794
0.7,0.95,99.9828
0.7,0.96,99.9863
0.7,0.97,99.9898
0.7,0.98,99.9932
0.7,0.99,99.9966
0.7,1,100
0.71,0,100
0.71,0.01,99.9953
0.71,0.02,99.9907
0.71,0.03,99.986
0.71,0.04,99.9815
0.71,0.05,99.9769
0.71,0.06,99.9725
0.71,0.07,99.9681
0.71,0.08,99.9637
0.71,0.09,99.9594
0.71,0.1,99.9552
0.71,0.11,99.951
0.71,0.12,99.9469
0.71,0.13,99.9429
0.71,0.14,99.939
0.71,0.15,99.9352
0.71,0.16,99.9314
0.71,0.17,99.9278
0.71,0.18,99.9242
0.71,0.19,99.9208
0.71,0.2,99.9174
0.71,0.21,99.9142
0.71,0.22,99.911
0.71,0.23,99.908
0.71,0.24,99.9051
0.71,0.25,99.9023
0.71,0.26,99.8996
0.71,0.27,99.897
0.71,0.28,99.8946
0.71,0.29,99.8923
0.71,0.3,99.8901
0.71,0.31,99.888
0.71,0.32,99.886
0.71,0.33,99.8842
0.71,0.34,99.8825
0.71,0.35,99.8809
0.71,0.36,99.8795
0.71,0.37,99.8782
0.71,0.38,99.877
0.71,0.39,99.876
0.71,0.4,99.8751
0.71,0.41,99.8743
0.71,0.42,99.8737
0.71,0.43,99.8731
0.71,0.44,99.8728
0.71,0.45,99.8725
0.71,0.46,99.8724
0.71,0.47,99.8724
0.71,0.48,99.8725
0.71,0.49,99.8728
0.71,0.5,99.8732
0.71,0.51,99.8737
0.71,0.52,99.8743
0.71,0.53,99.8751
0.71,0.54,99.876
0.71,0.55,99.877
0.71,0.56,99.8781
0.71,0.57,99.8793
0.71,0.58,99.8807
0.71,0.59,99.8821
0.71,0.6,99.8837
0.71,0.61,99.8853
0.71,0.62,99.8871
0.71,0.63,99.889
0.71,0.64,99.8909
0.71,0.65,99.893
0.71,0.66,99.8952
0.71,0.67,99.8974
0.71,0.68,99.8998
0.71,0.69,99.9022
0.71,0.7,99.9047
0.71,0.71,99.9072
0.71,0.72,99.9099
0.71,0.73,99.9126
0.71,0.74,99.9154
0.71,0.75,99.9183
0.71,0.76,99.9212
0.71,0.77,99.9241
0.71,0.78,99.9272
0.71,0.79,99.9302
0.71,0.8,99.9334
0.71,0.81,99.9365
0.71,0.82,99.9397
0.71,0.83,99.943
0.71,0.84,99.9462
0.71,0.85,99.9495
0.71,0.86,99.9529
0.71,0.87,99.9562
0.71,0.88,99.9596
0.71,0.89,99.963
0.71,0.9,99.9663
0.71,0.91,99.9697
0.71,0.92,99.9731
0.71,0.93,99.9765
0.71,0.94,99.9799
0.71,0.95,99.9833
0.71,0.96,99.9867
0.71,0.97,99.99
0.71,0.98,99.9934
0.71,0.99,99.9967
0.71,1,100
0.72,0,100
0.72,0.01,99.9954
0.72,0.02,99.9909
0.72,0.03,99.9864
0.72,0.04,99.982
0.72,0.05,99.9776
0.72,0.06,99.9732
0.72,0.07,99.9689
0.72,0.08,99.9647
0.72,0.09,99.9605
0.72,0.1,99.9564
0.72,0.11,99.9524
0.72,0.12,99.9484
0.72,0.13,99.9445
0.72,0.14,99.9407
0.72,0.15,99.937
0.72,0.16,99.9334
0.72,0.17,99.9298
0.72,0.18,99.9264
0.72,0.19,99.923
0.72,0.2,99.9197
0.72,0.21,99.9166
0.72,0.22,99.9135
0.72,0.23,99.9106
0.72,0.24,99.9078
0.72,0.25,99.905
0.72,0.26,99.9024
0.72,0.27,99.8999
0.72,0.28,99.8975
0.72,0.29,99.8953
0.72,0.3,99.8931
0.72,0.31,99.8911
0.72,0.32,99.8892
0.72,0.33,99.8875
0.72,0.34,99.8858
0.72,0.35,99.8843
0.72,0.36,99.8829
0.72,0.37,99.8816
0.72,0.38,99.8805
0.72,0.39,99.8795
0.72,0.4,99.8786
0.72,0.41,99.8779
0.72,0.42,99.8772
0.72,0.43,99.8767
0.72,0.44,99.8764
0.72,0.45,99.8761
0.72,0.46,99.876
0.72,0.47,99.876
0.72,0.48,99.8761
0.72,0.49,99.8764
0.72,0.5,99.8768
0.72,0.51,99.8773
0.72,0.52,99.8779
0.72,0.53,99.8786
0.72,0.54,99.8795
0.72,0.55,99.8805
0.72,0.56,99.8815
0.72,0.57,99.8827
0.72,0.58,99.884
0.72,0.59,99.8855
0.72,0.6,99.887
0.72,0.61,99.8886
0.72,0.62,99.8903
0.72,0.63,99.8921
0.72,0.64,99.8941
0.72,0.65,99.8961
0.72,0.66,99.8982
0.72,0.67,99.9003
0.72,0.68,99.9026
0.72,0.69,99.905
0.72,0.7,99.9074
0.72,0.71,99.9099
0.72,0.72,99.9125
0.72,0.73,99.9151
0.72,0.74,99.9178
0.72,0.75,99.9206
0.72,0.76,99.9234
0.72,0.77,99.9263
0.72,0.78,99.9293
0.72,0.79,99.9322
0.72,0.8,99.9353
0.72,0.81,99.9383
0.72,0.82,99.9415
0.72,0.83,99.9446
0.72,0.84,99.9478
0.72,0.85,99.951
0.72,0.86,99.9542
0.72,0.87,99.9575
0.72,0.88,99.9607
0.72,0.89,99.964
0.72,0.9,99.9673
0.72,0.91,99.9706
0.72,0.92,99.9739
0.72,0.93,99.9772
0.72,0.94,99.9805
0.72,0.95,99.9838
0.72,0.96,99.9871
0.72,0.97,99.9903
0.72,0.98,99.9936
0.72,0.99,99.9968
0.72,1,100
0.73,0,100
0.73,0.01,99.9956
0.73,0.02,99.9912
0.73,0.03,99.9868
0.73,0.04,99.9825
0.73,0.05,99.9782
0.73,0.06,99.974
0.73,0.07,99.9699
0.73,0.08,99.9657
0.73,0.09,99.9617
0.73,0.1,99.9577
0.73,0.11,99.9538
0.73,0.12,99.9499
0.73,0.13,99.9462
0.73,0.14,99.9425
0.73,0.15,99.9389
0.73,0.16,99.9353
0.73,0.17,99.9319
0.73,0.18,99.9285
0.73,0.19,99.9253
0.73,0.2,99.9221
0.73,0.21,99.9191
0.73,0.22,99.9161
0.73,0.23,99.9132
0.73,0.24,99.9105
0.73,0.25,99.9079
0.73,0.26,99.9053
0.73,0.27,99.9029
0.73,0.28,99.9006
0.73,0.29,99.8984
0.73,0.3,99.8963
0.73,0.31,99.8944
0.73,0.32,99.8925
0.73,0.33,99.8908
0.73,0.34,99.8892
0.73,0.35,99.8877
0.73,0.36,99.8864
0.73,0.37,99.8852
0.73,0.38,99.8841
0.73,0.39,99.8831
0.73,0.4,99.8822
0.73,0.41,99.8815
0.73,0.42,99.8809
0.73,0.43,99.8804
0.73,0.44,99.8801
0.73,0.45,99.8798
0.73,0.46,99.8797
0.73,0.47,99.8797
0.73,0.48,99.8798
0.73,0.49,99.8801
0.73,0.5,99.8805
0.73,0.51,99.8809
0.73,0.52,99.8816
0.73,0.53,99.8823
0.73,0.54,99.8831
0.73,0.55,99.884
0.73,0.56,99.8851
0.73,0.57,99.8863
0.73,0.58,99.8875
0.73,0.59,99.8889
0.73,0.6,99.8904
0.73,0.61,99.892
0.73,0.62,99.8936
0.73,0.63,99.8954
0.73,0.64,99.8972
0.73,0.65,99.8992
0.73,0.66,99.9012
0.73,0.67,99.9034
0.73,0.68,99.9056
0.73,0.69,99.9078
0.73,0.7,99.9102
0.73,0.71,99.9126
0.73,0.72,99.9151
0.73,0.73,99.9177
0.73,0.74,99.9203
0.73,0.75,99.923
0.73,0.76,99.9257
0.73,0.77,99.9285
0.73,0.78,99.9314
0.73,0.79,99.9343
0.73,0.8,99.9372
0.73,0.81,99.9402
0.73,0.82,99.9432
0.73,0.83,99.9463
0.73,0.84,99.9494
0.73,0.85,99.9525
0.73,0.86,99.9556
0.73,0.87,99.9588
0.73,0.88,99.9619
0.73,0.89,99.9651
0.73,0.9,99.9683
0.73,0.91,99.9715
0.73,0.92,99.9747
0.73,0.93,99.9779
0.73,0.94,99.9811
0.73,0.95,99.9843
0.73,0.96,99.9875
0.73,0.97,99.9906
0.73,0.98,99.9938
0.73,0.99,99.9969
0.73,1,100
0.74,0,100
0.74,0.01,99.9957
0.74,0.02,99.9915
0.74,0.03,99.9872
0.74,0.04,99.9831
0.74,0.05,99.9789
0.74,0.06,99.9748
0.74,0.07,99.9708
0.74,0.08,99.9668
0.74,0.09,99.9629
0.74,0.1,99.959
0.74,0.11,99.9552
0.74,0.12,99.9515
0.74,0.13,99.9479
0.74,0.14,99.9443
0.74,0.15,99.9408
0.74,0.16,99.9374
0.74,0.17,99.934
0.74,0.18,99.9308
0.74,0.19,99.9276
0.74,0.2,99.9246
0.74,0.21,99.9216
0.74,0.22,99.9187
0.74,0.23,99.916
0.74,0.24,99.9133
0.74,0.25,99.9108
0.74,0.26,99.9083
0.74,0.27,99.906
0.74,0.28,99.9037
0.74,0.29,99.9016
0.74,0.3,99.8996
0.74,0.31,99.8977
0.74,0.32,99.8959
0.74,0.33,99.8943
0.74,0.34,99.8927
0.74,0.35,99.8913
0.74,0.36,99.89
0.74,0.37,99.8888
0.74,0.38,99.8877
0.74,0.39,99.8868
0.74,0.4,99.8859
0.74,0.41,99.8852
0.74,0.42,99.8847
0.74,0.43,99.8842
0.74,0.44,99.8838
0.74,0.45,99.8836
0.74,0.46,99.8835
0.74,0.47,99.8835
0.74,0.48,99.8836
0.74,0.49,99.8839
0.74,0.5,99.8842
0.74,0.51,99.8847
0.74,0.52,99.8853
0.74,0.53,99.886
0.74,0.54,99.8868
0.74,0.55,99.8877
0.74,0.56,99.8887
0.74,0.57,99.8899
0.74,0.58,99.8911
0.74,0.59,99.8924
0.74,0.6,99.8939
0.74,0.61,99.8954
0.74,0.62,99.897
0.74,0.63,99.8987
0.74,0.64,99.9005
0.74,0.65,99.9024
0.74,0.66,99.9044
0.74,0.67,99.9064
0.74,0.68,99.9086
0.74,0.69,99.9108
0.74,0.7,99.9131
0.74,0.71,99.9154
0.74,0.72,99.9178
0.74,0.73,99.9203
0.74,0.74,99.9229
0.74,0.75,99.9255
0.74,0.76,99.9281
0.74,0.77,99.9308
0.74,0.78,99.9336
0.74,0.79,99.9364
0.74,0.8,99.9392
0.74,0.81,99.9421
0.74,0.82,99.9451
0.74,0.83,99.948
0.74,0.84,99.951
0.74,0.85,99.954
0.74,0.86,99.957
0.74,0.87,99.9601
0.74,0.88,99.9632
0.74,0.89,99.9662
0.74,0.9,99.9693
0.74,0.91,99.9724
0.74,0.92,99.9755
0.74,0.93,99.9786
0.74,0.94,99.9817
0.74,0.95,99.9848
0.74,0.96,99.9879
0.74,0.97,99.9909
0.74,0.98,99.994
0.74,0.99,99.997
0.74,1,100
0.75,0,100
0.75,0.01,99.9959
0.75,0.02,99.9917
0.75,0.03,99.9877
0.75,0.04,99.9836
0.75,0.05,99.9796
0.75,0.06,99.9757
0.75,0.07,99.9718
0.75,0.08,99.9679
0.75,0.09,99.9641
0.75,0.1,99.9604
0.75,0.11,99.9567
0.75,0.12,99.9531
0.75,0.13,99.9496
0.75,0.14,99.9461
0.75,0.15,99.9427
0.75,0.16,99.9394
0.75,0.17,99.9362
0.75,0.18,99.9331
0.75,0.19,99.93
0.75,0.2,99.9271
0.75,0.21,99.9242
0.75,0.22,99.9214
0.75,0.23,99.9188
0.75,0.24,99.9162
0.75,0.25,99.9137
0.75,0.26,99.9113
0.75,0.27,99.9091
0.75,0.28,99.9069
0.75,0.29,99.9049
0.75,0.3,99.9029
0.75,0.31,99.9011
0.75,0.32,99.8994
0.75,0.33,99.8978
0.75,0.34,99.8963
0.75,0.35,99.8949
0.75,0.36,99.8936
0.75,0.37,99.8925
0.75,0.38,99.8915
0.75,0.39,99.8906
0.75,0.4,99.8898
0.75,0.41,99.8891
0.75,0.42,99.8885
0.75,0.43,99.8881
0.75,0.44,99.8877
0.75,0.45,99.8875
0.75,0.46,99.8874
0.75,0.47,99.8874
0.75,0.48,99.8875
0.75,0.49,99.8878
0.75,0.5,99.8881
0.75,0.51,99.8886
0.75,0.52,99.8891
0.75,0.53,99.8898
0.75,0.54,99.8906
0.75,0.55,99.8915
0.75,0.56,99.8925
0.75,0.57,99.8936
0.75,0.58,99.8948
0.75,0.59,99.896
0.75,0.6,99.8974
0.75,0.61,99.8989
0.75,0.62,99.9005
0.75,0.63,99.9021
0.75,0.64,99.9039
0.75,0.65,99.9057
0.75,0.66,99.9076
0.75,0.67,99.9096
0.75,0.68,99.9116
0.75,0.69,99.9138
0.75,0.7,99.916
0.75,0.71,99.9183
0.75,0.72,99.9206
0.75,0.73,99.923
0.75,0.74,99.9255
0.75,0.75,99.928
0.75,0.76,99.9306
0.75,0.77,99.9332
0.75,0.78,99.9358
0.75,0.79,99.9386
0.75,0.8,99.9413
0.75,0.81,99.9441
0.75,0.82,99.9469
0.75,0.83,99.9498
0.75,0.84,99.9527
0.75,0.85,99.9556
0.75,0.86,99.9585
0.75,0.87,99.9614
0.75,0.88,99.9644
0.75,0.89,99.9674
0.75,0.9,99.9704
0.75,0.91,99.9734
0.75,0.92,99.9763
0.75,0.93,99.9793
0.75,0.94,99.9823
0.75,0.95,99.9853
0.75,0.96,99.9883
0.75,0.97,99.9912
0.75,0.98,99.9942
0.75,0.99,99.9971
0.75,1,100
0.76,0,100
0.76,0.01,99.996
0.76,0.02,99.992
0.76,0.03,99.9881
0.76,0.04,99.9842
0.76,0.05,99.9803
0.76,0.06,99.9765
0.76,0.07,99.9728
0.76,0.08,99.969
0.76,0.09,99.9654
0.76,0.1,99.9618
0.76,0.11,99.9582
0.76,0.12,99.9548
0.76,0.13,99.9514
0.76,0.14,99.948
0.76,0.15,99.9447
0.76,0.16,99.9416
0.76,0.17,99.9385
0.76,0.18,99.9354
0.76,0.19,99.9325
0.76,0.2,99.9296
0.76,0.21,99.9269
0.76,0.22,99.9242
0.76,0.23,99.9216
0.76,0.24,99.9191
0.76,0.25,99.9167
0.76,0.26,99.9145
0.76,0.27,99.9123
0.76,0.28,99.9102
0.76,0.29,99.9082
0.76,0.3,99.9063
0.76,0.31,99.9046
0.76,0.32,99.9029
0.76,0.33,99.9014
0.76,0.34,99.8999
0.76,0.35,99.8986
0.76,0.36,99.8974
0.76,0.37,99.8963
0.76,0.38,99.8953
0.76,0.39,99.8944
0.76,0.4,99.8936
0.76,0.41,99.893
0.76,0.42,99.8924
0.76,0.43,99.892
0.76,0.44,99.8917
0.76,0.45,99.8915
0.76,0.46,99.8914
0.76,0.47,99.8914
0.76,0.48,99.8915
0.76,0.49,99.8917
0.76,0.5,99.8921
0.76,0.51,99.8925
0.76,0.52,99.8931
0.76,0.53,99.8937
0.76,0.54,99.8945
0.76,0.55,99.8953
0.76,0.56,99.8963
0.76,0.57,99.8973
0.76,0.58,99.8985
0.76,0.59,99.8997
0.76,0.6,99.9011
0.76,0.61,99.9025
0.76,0.62,99.904
0.76,0.63,99.9056
0.76,0.64,99.9073
0.76,0.65,99.909
0.76,0.66,99.9109
0.76,0.67,99.9128
0.76,0.68,99.9148
0.76,0.69,99.9168
0.76,0.7,99.919
0.76,0.71,99.9212
0.76,0.72,99.9234
0.76,0.73,99.9257
0.76,0.74,99.9281
0.76,0.75,99.9306
0.76,0.76,99.933
0.76,0.77,99.9356
0.76,0.78,99.9381
0.76,0.79,99.9407
0.76,0.8,99.9434
0.76,0.81,99.9461
0.76,0.82,99.9488
0.76,0.83,99.9516
0.76,0.84,99.9544
0.76,0.85,99.9572
0.76,0.86,99.96
0.76,0.87,99.9628
0.76,0.88,99.9657
0.76,0.89,99.9686
0.76,0.9,99.9714
0.76,0.91,99.9743
0.76,0.92,99.9772
0.76,0.93,99.9801
0.76,0.94,99.983
0.76,0.95,99.9858
0.76,0.96,99.9887
0.76,0.97,99.9916
0.76,0.98,99.9944
0.76,0.99,99.9972
0.76,1,100
0.77,0,100
0.77,0.01,99.9961
0.77,0.02,99.9923
0.77,0.03,99.9885
0.77,0.04,99.9848
0.77,0.05,99.9811
0.77,0.06,99.9774
0.77,0.07,99.9738
0.77,0.08,99.9702
0.77,0.09,99.9667
0.77,0.1,99.9632
0.77,0.11,99.9598
0.77,0.12,99.9564
0.77,0.13,99.9532
0.77,0.14,99.9499
0.77,0.15,99.9468
0.77,0.16,99.9437
0.77,0.17,99.9407
0.77,0.18,99.9378
0.77,0.19,99.935
0.77,0.2,99.9322
0.77,0.21,99.9296
0.77,0.22,99.927
0.77,0.23,99.9245
0.77,0.24,99.9221
0.77,0.25,99.9198
0.77,0.26,99.9176
0.77,0.27,99.9155
0.77,0.28,99.9135
0.77,0.29,99.9116
0.77,0.3,99.9098
0.77,0.31,99.9081
0.77,0.32,99.9065
0.77,0.33,99.9051
0.77,0.34,99.9037
0.77,0.35,99.9024
0.77,0.36,99.9012
0.77,0.37,99.9002
0.77,0.38,99.8992
0.77,0.39,99.8984
0.77,0.4,99.8976
0.77,0.41,99.897
0.77,0.42,99.8965
0.77,0.43,99.896
0.77,0.44,99.8957
0.77,0.45,99.8955
0.77,0.46,99.8954
0.77,0.47,99.8955
0.77,0.48,99.8956
0.77,0.49,99.8958
0.77,0.5,99.8961
0.77,0.51,99.8966
0.77,0.52,99.8971
0.77,0.53,99.8977
0.77,0.54,99.8984
0.77,0.55,99.8993
0.77,0.56,99.9002
0.77,0.57,99.9012
0.77,0.58,99.9023
0.77,0.59,99.9035
0.77,0.6,99.9048
0.77,0.61,99.9062
0.77,0.62,99.9076
0.77,0.63,99.9091
0.77,0.64,99.9108
0.77,0.65,99.9125
0.77,0.66,99.9142
0.77,0.67,99.9161
0.77,0.68,99.918
0.77,0.69,99.92
0.77,0.7,99.922
0.77,0.71,99.9241
0.77,0.72,99.9263
0.77,0.73,99.9285
0.77,0.74,99.9308
0.77,0.75,99.9332
0.77,0.76,99.9356
0.77,0.77,99.938
0.77,0.78,99.9405
0.77,0.79,99.943
0.77,0.8,99.9455
0.77,0.81,99.9481
0.77,0.82,99.9508
0.77,0.83,99.9534
0.77,0.84,99.9561
0.77,0.85,99.9588
0.77,0.86,99.9615
0.77,0.87,99.9642
0.77,0.88,99.967
0.77,0.89,99.9697
0.77,0.9,99.9725
0.77,0.91,99.9753
0.77,0.92,99.9781
0.77,0.93,99.9808
0.77,0.94,99.9836
0.77,0.95,99.9864
0.77,0.96,99.9891
0.77,0.97,99.9919
0.77,0.98,99.9946
0.77,0.99,99.9973
0.77,1,100
0.78,0,100
0.78,0.01,99.9963
0.78,0.02,99.9926
0.78,0.03,99.989
0.78,0.04,99.9854
0.78,0.05,99.9818
0.78,0.06,99.9783
0.78,0.07,99.9748
0.78,0.08,99.9714
0.78,0.09,99.968
0.78,0.1,99.9646
0.78,0.11,99.9614
0.78,0.12,99.9581
0.78,0.13,99.955
0.78,0.14,99.9519
0.78,0.15,99.9489
0.78,0.16,99.9459
0.78,0.17,99.9431
0.78,0.18,99.9403
0.78,0.19,99.9375
0.78,0.2,99.9349
0.78,0.21,99.9324
0.78,0.22,99.9299
0.78,0.23,99.9275
0.78,0.24,99.9252
0.78,0.25,99.923
0.78,0.26,99.9209
0.78,0.27,99.9189
0.78,0.28,99.9169
0.78,0.29,99.9151
0.78,0.3,99.9134
0.78,0.31,99.9118
0.78,0.32,99.9102
0.78,0.33,99.9088
0.78,0.34,99.9075
0.78,0.35,99.9062
0.78,0.36,99.9051
0.78,0.37,99.9041
0.78,0.38,99.9032
0.78,0.39,99.9024
0.78,0.4,99.9017
0.78,0.41,99.9011
0.78,0.42,99.9006
0.78,0.43,99.9002
0.78,0.44,99.8999
0.78,0.45,99.8997
0.78,0.46,99.8996
0.78,0.47,99.8996
0.78,0.48,99.8997
0.78,0.49,99.8999
0.78,0.5,99.9002
0.78,0.51,99.9007
0.78,0.52,99.9012
0.78,0.53,99.9018
0.78,0.54,99.9025
0.78,0.55,99.9033
0.78,0.56,99.9041
0.78,0.57,99.9051
0.78,0.58,99.9062
0.78,0.59,99.9073
0.78,0.6,99.9086
0.78,0.61,99.9099
0.78,0.62,99.9113
0.78,0.63,99.9128
0.78,0.64,99.9143
0.78,0.65,99.9159
0.78,0.66,99.9176
0.78,0.67,99.9194
0.78,0.68,99.9213
0.78,0.69,99.9232
0.78,0.7,99.9251
0.78,0.71,99.9272
0.78,0.72,99.9293
0.78,0.73,99.9314
0.78,0.74,99.9336
0.78,0.75,99.9358
0.78,0.76,99.9381
